admissionNo,firstName,lastName,classCode,guardianName,guardianRelation,guardianPhone,guardianEmail,academicYear
PAK00779,Lakshmi,Mirza,11-RUBY,"Gopal Trivedi",Father,9765000779,gopal.trivedi.779@paramountkasrawad.edu,2025-2026
PAK00780,Pinkesh,Khan,11-RUBY,"Kishore Chauhan",Guardian,9765000780,kishore.chauhan.780@paramountkasrawad.edu,2025-2026
PAK00781,Jagdish,Rao,11-RUBY,"Suresh Chauhan",Mother,9765000781,suresh.chauhan.781@paramountkasrawad.edu,2025-2026
PAK00782,Waqar,Kaur,11-RUBY,"Umesh Saxena",Father,9765000782,umesh.saxena.782@paramountkasrawad.edu,2025-2026
PAK00783,Rahul,Joshi,11-RUBY,"Sanjeev Saxena",Parent,9765000783,sanjeev.saxena.783@paramountkasrawad.edu,2025-2026
PAK00784,Amita,Deshmukh,11-RUBY,"Jagdish Choudhary",Father,9765000784,jagdish.choudhary.784@paramountkasrawad.edu,2025-2026
PAK00785,Farhan,Chaurasia,11-RUBY,"Suresh Patel",Father,9765000785,suresh.patel.785@paramountkasrawad.edu,2025-2026
PAK00786,Gaurav,Saxena,11-RUBY,"Anil Choudhary",Parent,9765000786,anil.choudhary.786@paramountkasrawad.edu,2025-2026
PAK00787,Sneha,Sidhu,11-RUBY,"Nirmala Sharma",Father,9765000787,nirmala.sharma.787@paramountkasrawad.edu,2025-2026
PAK00788,Saloni,Mehta,11-RUBY,"Rajesh Shukla",Parent,9765000788,rajesh.shukla.788@paramountkasrawad.edu,2025-2026
PAK00789,Rohit,Mirza,11-RUBY,"Mahesh Verma",Father,9765000789,mahesh.verma.789@paramountkasrawad.edu,2025-2026
PAK00790,Avni,Salve,11-RUBY,"Meena Verma",Father,9765000790,meena.verma.790@paramountkasrawad.edu,2025-2026
PAK00791,Lakshmi,Chauhan,11-RUBY,"Gopal Arora",Mother,9765000791,gopal.arora.791@paramountkasrawad.edu,2025-2026
PAK00792,Gaurav,Sharma,11-RUBY,"Jagdish Singh",Father,9765000792,jagdish.singh.792@paramountkasrawad.edu,2025-2026
PAK00793,Avni,Gupta,11-RUBY,"Savita Verma",Mother,9765000793,savita.verma.793@paramountkasrawad.edu,2025-2026
PAK00794,Sunita,Salve,11-RUBY,"Umesh Patel",Mother,9765000794,umesh.patel.794@paramountkasrawad.edu,2025-2026
PAK00795,Priya,Mehta,11-RUBY,"Meena Gaikwad",Mother,9765000795,meena.gaikwad.795@paramountkasrawad.edu,2025-2026
PAK00796,Sneha,Qureshi,11-RUBY,"Umesh Koshal",Father,9765000796,umesh.koshal.796@paramountkasrawad.edu,2025-2026
PAK00797,Neha,Joshi,11-RUBY,"Anil Chauhan",Mother,9765000797,anil.chauhan.797@paramountkasrawad.edu,2025-2026
PAK00798,Rohit,Pandey,11-RUBY,"Nirmala Kumar",Parent,9765000798,nirmala.kumar.798@paramountkasrawad.edu,2025-2026
PAK00799,Vijay,Deshmukh,11-RUBY,"Savita Sharma",Guardian,9765000799,savita.sharma.799@paramountkasrawad.edu,2025-2026
PAK00800,Kartik,Rajak,11-RUBY,"Meena More",Mother,9765000800,meena.more.800@paramountkasrawad.edu,2025-2026
PAK00801,Jatin,Shukla,11-RUBY,"Seema Reddy",Mother,9765000801,seema.reddy.801@paramountkasrawad.edu,2025-2026
PAK00802,Zaid,Pandey,11-RUBY,"Arvind Pillai",Guardian,9765000802,arvind.pillai.802@paramountkasrawad.edu,2025-2026
PAK00803,Rahul,Singh,11-RUBY,"Suresh Shah",Mother,9765000803,suresh.shah.803@paramountkasrawad.edu,2025-2026
PAK00804,Tushar,Dubey,11-RUBY,"Sanjeev Pillai",Guardian,9765000804,sanjeev.pillai.804@paramountkasrawad.edu,2025-2026
PAK00805,Divya,Gaikwad,11-RUBY,"Naresh Salve",Mother,9765000805,naresh.salve.805@paramountkasrawad.edu,2025-2026
PAK00806,Laxmi,Pillai,11-DIAMOND,"Rajesh Mirza",Parent,9765000806,rajesh.mirza.806@paramountkasrawad.edu,2025-2026
PAK00807,Arjun,Dubey,11-DIAMOND,"Kishore Arora",Guardian,9765000807,kishore.arora.807@paramountkasrawad.edu,2025-2026
PAK00808,Ravi,Kumar,11-DIAMOND,"Kavita Rajak",Mother,9765000808,kavita.rajak.808@paramountkasrawad.edu,2025-2026
PAK00809,Anuj,Naik,11-DIAMOND,"Suresh Shukla",Father,9765000809,suresh.shukla.809@paramountkasrawad.edu,2025-2026
PAK00810,Ajay,Grewal,11-DIAMOND,"Anil Joshi",Parent,9765000810,anil.joshi.810@paramountkasrawad.edu,2025-2026
PAK00811,Divya,Tiwari,11-DIAMOND,"Satish Shah",Father,9765000811,satish.shah.811@paramountkasrawad.edu,2025-2026
PAK00812,Avni,Kapoor,11-DIAMOND,"Ashok Khan",Parent,9765000812,ashok.khan.812@paramountkasrawad.edu,2025-2026
PAK00813,Isha,Tiwari,11-DIAMOND,"Nirmala Rao",Mother,9765000813,nirmala.rao.813@paramountkasrawad.edu,2025-2026
PAK00814,Laxmi,Mehta,11-DIAMOND,"Suresh Chopra",Parent,9765000814,suresh.chopra.814@paramountkasrawad.edu,2025-2026
PAK00815,Kartik,Shukla,11-DIAMOND,"Ashok Grewal",Guardian,9765000815,ashok.grewal.815@paramountkasrawad.edu,2025-2026
PAK00816,Rahul,Kapoor,11-DIAMOND,"Rajesh Naik",Mother,9765000816,rajesh.naik.816@paramountkasrawad.edu,2025-2026
PAK00817,Deepak,Pandey,11-DIAMOND,"Kishore Patel",Guardian,9765000817,kishore.patel.817@paramountkasrawad.edu,2025-2026
PAK00818,Deepak,Khan,11-DIAMOND,"Priya Shukla",Guardian,9765000818,priya.shukla.818@paramountkasrawad.edu,2025-2026
PAK00819,Jagdish,Kapoor,11-DIAMOND,"Vinod Rao",Father,9765000819,vinod.rao.819@paramountkasrawad.edu,2025-2026
PAK00820,Bhoomika,Bhat,11-DIAMOND,"Geeta Kapoor",Guardian,9765000820,geeta.kapoor.820@paramountkasrawad.edu,2025-2026
PAK00821,Pooja,Kapoor,11-DIAMOND,"Umesh Mirza",Mother,9765000821,umesh.mirza.821@paramountkasrawad.edu,2025-2026
PAK00822,Kavya,Shukla,11-DIAMOND,"Pankaj Deshmukh",Guardian,9765000822,pankaj.deshmukh.822@paramountkasrawad.edu,2025-2026
PAK00823,Sunita,Rajak,11-DIAMOND,"Nirmala Chaurasia",Parent,9765000823,nirmala.chaurasia.823@paramountkasrawad.edu,2025-2026
PAK00824,Sanskriti,Naik,11-DIAMOND,"Suresh Yadav",Mother,9765000824,suresh.yadav.824@paramountkasrawad.edu,2025-2026
PAK00825,Anjali,Singh,11-DIAMOND,"Ashok Naik",Mother,9765000825,ashok.naik.825@paramountkasrawad.edu,2025-2026
PAK00826,Anuj,Shukla,11-DIAMOND,"Kishore Farooqui",Mother,9765000826,kishore.farooqui.826@paramountkasrawad.edu,2025-2026
PAK00827,Qadir,Deshmukh,11-DIAMOND,"Kavita Sharma",Guardian,9765000827,kavita.sharma.827@paramountkasrawad.edu,2025-2026
PAK00828,Tushar,Qureshi,11-DIAMOND,"Seema Deshmukh",Mother,9765000828,seema.deshmukh.828@paramountkasrawad.edu,2025-2026
PAK00829,Jatin,Sharma,11-DIAMOND,"Meena Kaur",Guardian,9765000829,meena.kaur.829@paramountkasrawad.edu,2025-2026
PAK00830,Rohit,Saxena,11-DIAMOND,"Umesh Tiwari",Mother,9765000830,umesh.tiwari.830@paramountkasrawad.edu,2025-2026
PAK00831,Qadir,Choudhary,11-DIAMOND,"Geeta Bhat",Guardian,9765000831,geeta.bhat.831@paramountkasrawad.edu,2025-2026
PAK00832,Saloni,Gupta,11-DIAMOND,"Kishore Chandel",Mother,9765000832,kishore.chandel.832@paramountkasrawad.edu,2025-2026
PAK00833,Omkar,Kumar,11-DIAMOND,"Kavita Rajput",Parent,9765000833,kavita.rajput.833@paramountkasrawad.edu,2025-2026
PAK00834,Rahul,Kaur,11-DIAMOND,"Sanjeev Kapoor",Parent,9765000834,sanjeev.kapoor.834@paramountkasrawad.edu,2025-2026
PAK00835,Anuj,Rajak,11-DIAMOND,"Sanjeev Rajak",Parent,9765000835,sanjeev.rajak.835@paramountkasrawad.edu,2025-2026
PAK00836,Farhan,Koshal,11-DIAMOND,"Sanjeev Sharma",Parent,9765000836,sanjeev.sharma.836@paramountkasrawad.edu,2025-2026
PAK00837,Heena,Srivastava,11-DIAMOND,"Meena Srivastava",Parent,9765000837,meena.srivastava.837@paramountkasrawad.edu,2025-2026
PAK00838,Neha,Trivedi,11-DIAMOND,"Jagdish Desai",Father,9765000838,jagdish.desai.838@paramountkasrawad.edu,2025-2026
PAK00839,Pinkesh,Gaikwad,11-DIAMOND,"Savita Sharma",Parent,9765000839,savita.sharma.839@paramountkasrawad.edu,2025-2026
PAK00840,Yash,Mehta,11-DIAMOND,"Sanjeev Kumar",Father,9765000840,sanjeev.kumar.840@paramountkasrawad.edu,2025-2026
PAK00841,Kavya,Bhat,11-EMERALD,"Pankaj Arora",Father,9765000841,pankaj.arora.841@paramountkasrawad.edu,2025-2026
PAK00842,Yogesh,Khatri,11-EMERALD,"Nirmala Choudhary",Mother,9765000842,nirmala.choudhary.842@paramountkasrawad.edu,2025-2026
PAK00843,Heena,Mirza,11-EMERALD,"Priya Jadav",Father,9765000843,priya.jadav.843@paramountkasrawad.edu,2025-2026
PAK00844,Rahul,Upadhyay,11-EMERALD,"Meena Sidhu",Mother,9765000844,meena.sidhu.844@paramountkasrawad.edu,2025-2026
PAK00845,Saloni,Yadav,11-EMERALD,"Priya Kapoor",Mother,9765000845,priya.kapoor.845@paramountkasrawad.edu,2025-2026
PAK00846,Ujjwal,Shukla,11-EMERALD,"Umesh Tiwari",Parent,9765000846,umesh.tiwari.846@paramountkasrawad.edu,2025-2026
PAK00847,Sunita,Pillai,11-EMERALD,"Kavita Reddy",Mother,9765000847,kavita.reddy.847@paramountkasrawad.edu,2025-2026
PAK00848,Gaurav,Kaur,11-EMERALD,"Meena Rao",Parent,9765000848,meena.rao.848@paramountkasrawad.edu,2025-2026
PAK00849,Bhavna,Koshal,11-EMERALD,"Geeta Sahu",Guardian,9765000849,geeta.sahu.849@paramountkasrawad.edu,2025-2026
PAK00850,Anuj,Pillai,11-EMERALD,"Pankaj Saxena",Father,9765000850,pankaj.saxena.850@paramountkasrawad.edu,2025-2026
PAK00851,Zaid,Arora,11-EMERALD,"Suresh Chandel",Mother,9765000851,suresh.chandel.851@paramountkasrawad.edu,2025-2026
PAK00852,Kavya,Kumar,11-EMERALD,"Gopal Rao",Mother,9765000852,gopal.rao.852@paramountkasrawad.edu,2025-2026
PAK00853,Avni,Koshal,11-EMERALD,"Priya Deshmukh",Guardian,9765000853,priya.deshmukh.853@paramountkasrawad.edu,2025-2026
PAK00854,Ravi,Deshmukh,11-EMERALD,"Seema Tiwari",Parent,9765000854,seema.tiwari.854@paramountkasrawad.edu,2025-2026
PAK00855,Isha,Mishra,11-EMERALD,"Sanjeev Verma",Father,9765000855,sanjeev.verma.855@paramountkasrawad.edu,2025-2026
PAK00856,Heena,Sharma,11-EMERALD,"Seema Qureshi",Father,9765000856,seema.qureshi.856@paramountkasrawad.edu,2025-2026
PAK00857,Dhruv,Gupta,11-EMERALD,"Deepa Sharma",Parent,9765000857,deepa.sharma.857@paramountkasrawad.edu,2025-2026
PAK00858,Sonia,Reddy,11-EMERALD,"Harish Khatri",Parent,9765000858,harish.khatri.858@paramountkasrawad.edu,2025-2026
PAK00859,Tushar,Chaurasia,11-EMERALD,"Sanjeev Khan",Guardian,9765000859,sanjeev.khan.859@paramountkasrawad.edu,2025-2026
PAK00860,Sanskriti,Saxena,11-EMERALD,"Arvind Desai",Father,9765000860,arvind.desai.860@paramountkasrawad.edu,2025-2026
PAK00861,Waqar,Salve,11-EMERALD,"Ramesh Arora",Parent,9765000861,ramesh.arora.861@paramountkasrawad.edu,2025-2026
PAK00862,Mohit,Gupta,11-EMERALD,"Umesh Sidhu",Father,9765000862,umesh.sidhu.862@paramountkasrawad.edu,2025-2026
PAK00863,Pooja,Nair,11-EMERALD,"Priya Menon",Father,9765000863,priya.menon.863@paramountkasrawad.edu,2025-2026
PAK00864,Uma,Gaikwad,11-EMERALD,"Satish Dhillon",Parent,9765000864,satish.dhillon.864@paramountkasrawad.edu,2025-2026
PAK00865,Yogesh,Singh,11-EMERALD,"Nirmala Trivedi",Parent,9765000865,nirmala.trivedi.865@paramountkasrawad.edu,2025-2026
PAK00866,Farhan,Saxena,11-EMERALD,"Kavita Grewal",Mother,9765000866,kavita.grewal.866@paramountkasrawad.edu,2025-2026
PAK00867,Om,Saxena,11-EMERALD,"Rekha Pillai",Mother,9765000867,rekha.pillai.867@paramountkasrawad.edu,2025-2026
PAK00868,Mona,Pillai,11-EMERALD,"Deepa Chandel",Guardian,9765000868,deepa.chandel.868@paramountkasrawad.edu,2025-2026
PAK00869,Neha,Saxena,11-EMERALD,"Meena Joshi",Mother,9765000869,meena.joshi.869@paramountkasrawad.edu,2025-2026
PAK00870,Gaurav,Mehta,11-EMERALD,"Harish Jadav",Parent,9765000870,harish.jadav.870@paramountkasrawad.edu,2025-2026
PAK00871,Nisha,Verma,11-EMERALD,"Seema Kapoor",Father,9765000871,seema.kapoor.871@paramountkasrawad.edu,2025-2026
PAK00872,Amita,Farooqui,11-EMERALD,"Rajesh Choudhary",Mother,9765000872,rajesh.choudhary.872@paramountkasrawad.edu,2025-2026
PAK00873,Rohit,Srivastava,11-EMERALD,"Rajesh Khanna",Guardian,9765000873,rajesh.khanna.873@paramountkasrawad.edu,2025-2026
PAK00874,Sunita,Singh,11-EMERALD,"Vinod Farooqui",Guardian,9765000874,vinod.farooqui.874@paramountkasrawad.edu,2025-2026
PAK00875,Ekta,Chaurasia,11-EMERALD,"Sanjeev Rajak",Mother,9765000875,sanjeev.rajak.875@paramountkasrawad.edu,2025-2026
PAK00876,Chetan,Kumar,11-SAPPHIRE,"Gopal More",Guardian,9765000876,gopal.more.876@paramountkasrawad.edu,2025-2026
PAK00877,Sunita,Mirza,11-SAPPHIRE,"Ashok Koshal",Parent,9765000877,ashok.koshal.877@paramountkasrawad.edu,2025-2026
PAK00878,Omkar,Srivastava,11-SAPPHIRE,"Kishore Nair",Father,9765000878,kishore.nair.878@paramountkasrawad.edu,2025-2026
PAK00879,Farhan,Tiwari,11-SAPPHIRE,"Anil Naik",Parent,9765000879,anil.naik.879@paramountkasrawad.edu,2025-2026
PAK00880,Priya,Chauhan,11-SAPPHIRE,"Anil Sharma",Guardian,9765000880,anil.sharma.880@paramountkasrawad.edu,2025-2026
PAK00881,Keerat,Menon,11-SAPPHIRE,"Anil Rajak",Guardian,9765000881,anil.rajak.881@paramountkasrawad.edu,2025-2026
PAK00882,Mohit,Gaikwad,11-SAPPHIRE,"Geeta Bhat",Parent,9765000882,geeta.bhat.882@paramountkasrawad.edu,2025-2026
PAK00883,Rahul,Yadav,11-SAPPHIRE,"Deepa Mirza",Guardian,9765000883,deepa.mirza.883@paramountkasrawad.edu,2025-2026
PAK00884,Chetan,Sharma,11-SAPPHIRE,"Harish Mehta",Parent,9765000884,harish.mehta.884@paramountkasrawad.edu,2025-2026
PAK00885,Vaishnavi,Menon,11-SAPPHIRE,"Mahesh Yadav",Mother,9765000885,mahesh.yadav.885@paramountkasrawad.edu,2025-2026
PAK00886,Isha,Arora,11-SAPPHIRE,"Geeta Singh",Guardian,9765000886,geeta.singh.886@paramountkasrawad.edu,2025-2026
PAK00887,Anuj,Khan,11-SAPPHIRE,"Mahesh Upadhyay",Father,9765000887,mahesh.upadhyay.887@paramountkasrawad.edu,2025-2026
PAK00888,Heena,Malhotra,11-SAPPHIRE,"Mahesh Shukla",Mother,9765000888,mahesh.shukla.888@paramountkasrawad.edu,2025-2026
PAK00889,Isha,Rao,11-SAPPHIRE,"Kavita Rao",Guardian,9765000889,kavita.rao.889@paramountkasrawad.edu,2025-2026
PAK00890,Farhan,Salve,11-SAPPHIRE,"Nirmala Singh",Guardian,9765000890,nirmala.singh.890@paramountkasrawad.edu,2025-2026
PAK00891,Sonia,Sharma,11-SAPPHIRE,"Pankaj Singh",Guardian,9765000891,pankaj.singh.891@paramountkasrawad.edu,2025-2026
PAK00892,Waqar,Chauhan,11-SAPPHIRE,"Anil Joshi",Father,9765000892,anil.joshi.892@paramountkasrawad.edu,2025-2026
PAK00893,Mohit,Chandel,11-SAPPHIRE,"Kavita Kapoor",Parent,9765000893,kavita.kapoor.893@paramountkasrawad.edu,2025-2026
PAK00894,Gaurav,Nair,11-SAPPHIRE,"Geeta Joshi",Mother,9765000894,geeta.joshi.894@paramountkasrawad.edu,2025-2026
PAK00895,Sanskriti,Khanna,11-SAPPHIRE,"Meena Arora",Guardian,9765000895,meena.arora.895@paramountkasrawad.edu,2025-2026
PAK00896,Chetan,Desai,11-SAPPHIRE,"Rajesh Malhotra",Father,9765000896,rajesh.malhotra.896@paramountkasrawad.edu,2025-2026
PAK00897,Pooja,Mehta,11-SAPPHIRE,"Jagdish Grewal",Parent,9765000897,jagdish.grewal.897@paramountkasrawad.edu,2025-2026
PAK00898,Gaurav,Shah,11-SAPPHIRE,"Pankaj Grewal",Mother,9765000898,pankaj.grewal.898@paramountkasrawad.edu,2025-2026
PAK00899,Dhruv,Khanna,11-SAPPHIRE,"Bharat Nair",Parent,9765000899,bharat.nair.899@paramountkasrawad.edu,2025-2026
PAK00900,Harsh,Khatri,11-SAPPHIRE,"Arvind Trivedi",Mother,9765000900,arvind.trivedi.900@paramountkasrawad.edu,2025-2026
PAK00901,Rohit,More,11-SAPPHIRE,"Gopal Menon",Parent,9765000901,gopal.menon.901@paramountkasrawad.edu,2025-2026
PAK00902,Keerat,Khatri,11-SAPPHIRE,"Pankaj Grewal",Guardian,9765000902,pankaj.grewal.902@paramountkasrawad.edu,2025-2026
PAK00903,Sonia,Khan,11-SAPPHIRE,"Priya Gaikwad",Guardian,9765000903,priya.gaikwad.903@paramountkasrawad.edu,2025-2026
PAK00904,Zara,Rao,11-SAPPHIRE,"Ashok Malhotra",Mother,9765000904,ashok.malhotra.904@paramountkasrawad.edu,2025-2026
PAK00905,Namrata,Yadav,11-SAPPHIRE,"Vinod Bhat",Father,9765000905,vinod.bhat.905@paramountkasrawad.edu,2025-2026
PAK00906,Jagdish,Gupta,11-SAPPHIRE,"Seema Bhat",Mother,9765000906,seema.bhat.906@paramountkasrawad.edu,2025-2026
PAK00907,Tanvi,Choudhary,11-SAPPHIRE,"Sanjeev Dhillon",Mother,9765000907,sanjeev.dhillon.907@paramountkasrawad.edu,2025-2026
PAK00908,Ajay,Farooqui,11-SAPPHIRE,"Savita Khanna",Mother,9765000908,savita.khanna.908@paramountkasrawad.edu,2025-2026
PAK00909,Waqar,Gaikwad,11-SAPPHIRE,"Jagdish Sahu",Mother,9765000909,jagdish.sahu.909@paramountkasrawad.edu,2025-2026
PAK00910,Ujjwal,Saxena,11-SAPPHIRE,"Suresh Srivastava",Parent,9765000910,suresh.srivastava.910@paramountkasrawad.edu,2025-2026
PAK00911,Pinkesh,Gupta,11-TOPAZ,"Pankaj Malhotra",Parent,9765000911,pankaj.malhotra.911@paramountkasrawad.edu,2025-2026
PAK00912,Rohit,Nair,11-TOPAZ,"Gopal Khatri",Guardian,9765000912,gopal.khatri.912@paramountkasrawad.edu,2025-2026
PAK00913,Avni,Menon,11-TOPAZ,"Nirmala Tiwari",Guardian,9765000913,nirmala.tiwari.913@paramountkasrawad.edu,2025-2026
PAK00914,Ravi,Patel,11-TOPAZ,"Meena Sidhu",Guardian,9765000914,meena.sidhu.914@paramountkasrawad.edu,2025-2026
PAK00915,Sneha,Sidhu,11-TOPAZ,"Rekha Trivedi",Guardian,9765000915,rekha.trivedi.915@paramountkasrawad.edu,2025-2026
PAK00916,Farhan,Rajput,11-TOPAZ,"Geeta More",Mother,9765000916,geeta.more.916@paramountkasrawad.edu,2025-2026
PAK00917,Pooja,Khan,11-TOPAZ,"Vinod Bhat",Guardian,9765000917,vinod.bhat.917@paramountkasrawad.edu,2025-2026
PAK00918,Pooja,Naik,11-TOPAZ,"Jagdish Khanna",Guardian,9765000918,jagdish.khanna.918@paramountkasrawad.edu,2025-2026
PAK00919,Laxmi,Yadav,11-TOPAZ,"Naresh Soni",Mother,9765000919,naresh.soni.919@paramountkasrawad.edu,2025-2026
PAK00920,Lakshmi,Rajput,11-TOPAZ,"Kishore Chauhan",Parent,9765000920,kishore.chauhan.920@paramountkasrawad.edu,2025-2026
PAK00921,Farhan,Kapoor,11-TOPAZ,"Anil Gupta",Father,9765000921,anil.gupta.921@paramountkasrawad.edu,2025-2026
PAK00922,Sanjeev,Naik,11-TOPAZ,"Priya Srivastava",Mother,9765000922,priya.srivastava.922@paramountkasrawad.edu,2025-2026
PAK00923,Ajay,Khatri,11-TOPAZ,"Rajesh Chauhan",Parent,9765000923,rajesh.chauhan.923@paramountkasrawad.edu,2025-2026
PAK00924,Sneha,Mirza,11-TOPAZ,"Naresh Dubey",Father,9765000924,naresh.dubey.924@paramountkasrawad.edu,2025-2026
PAK00925,Aryan,Joshi,11-TOPAZ,"Anil Dubey",Father,9765000925,anil.dubey.925@paramountkasrawad.edu,2025-2026
PAK00926,Sonia,Khatri,11-TOPAZ,"Savita Pandey",Father,9765000926,savita.pandey.926@paramountkasrawad.edu,2025-2026
PAK00927,Pooja,Gupta,11-TOPAZ,"Bharat Sahu",Father,9765000927,bharat.sahu.927@paramountkasrawad.edu,2025-2026
PAK00928,Ekta,Kaur,11-TOPAZ,"Rekha Shukla",Parent,9765000928,rekha.shukla.928@paramountkasrawad.edu,2025-2026
PAK00929,Ajay,Tiwari,11-TOPAZ,"Mahesh Srivastava",Guardian,9765000929,mahesh.srivastava.929@paramountkasrawad.edu,2025-2026
PAK00930,Anuj,Joshi,11-TOPAZ,"Mahesh Verma",Guardian,9765000930,mahesh.verma.930@paramountkasrawad.edu,2025-2026
PAK00931,Yash,Dubey,11-TOPAZ,"Geeta Yadav",Guardian,9765000931,geeta.yadav.931@paramountkasrawad.edu,2025-2026
PAK00932,Zaid,Jadav,11-TOPAZ,"Seema Chauhan",Mother,9765000932,seema.chauhan.932@paramountkasrawad.edu,2025-2026
PAK00933,Jatin,Sahu,11-TOPAZ,"Anil Saxena",Parent,9765000933,anil.saxena.933@paramountkasrawad.edu,2025-2026
PAK00934,Sanjay,Farooqui,11-TOPAZ,"Umesh Chauhan",Guardian,9765000934,umesh.chauhan.934@paramountkasrawad.edu,2025-2026
PAK00935,Laxmi,Shah,11-TOPAZ,"Rajesh Dubey",Father,9765000935,rajesh.dubey.935@paramountkasrawad.edu,2025-2026
PAK00936,Deepak,Soni,11-TOPAZ,"Deepa Naik",Father,9765000936,deepa.naik.936@paramountkasrawad.edu,2025-2026
PAK00937,Namrata,Trivedi,11-TOPAZ,"Seema Arora",Father,9765000937,seema.arora.937@paramountkasrawad.edu,2025-2026
PAK00938,Kavya,Chaurasia,11-TOPAZ,"Bharat Chaurasia",Father,9765000938,bharat.chaurasia.938@paramountkasrawad.edu,2025-2026
PAK00939,Zaid,Mehta,11-TOPAZ,"Priya Koshal",Guardian,9765000939,priya.koshal.939@paramountkasrawad.edu,2025-2026
PAK00940,Harsh,Soni,11-TOPAZ,"Ramesh Yadav",Parent,9765000940,ramesh.yadav.940@paramountkasrawad.edu,2025-2026
PAK00941,Uma,Khatri,11-TOPAZ,"Kavita Joshi",Father,9765000941,kavita.joshi.941@paramountkasrawad.edu,2025-2026
PAK00942,Avni,Mishra,11-TOPAZ,"Arvind Upadhyay",Mother,9765000942,arvind.upadhyay.942@paramountkasrawad.edu,2025-2026
PAK00943,Anuj,Desai,11-TOPAZ,"Jagdish Arora",Parent,9765000943,jagdish.arora.943@paramountkasrawad.edu,2025-2026
PAK00944,Laxmi,Soni,11-TOPAZ,"Arvind Patel",Guardian,9765000944,arvind.patel.944@paramountkasrawad.edu,2025-2026
PAK00945,Saloni,Chaurasia,11-TOPAZ,"Seema Chandel",Guardian,9765000945,seema.chandel.945@paramountkasrawad.edu,2025-2026
PAK00946,Zara,Dhillon,11-OPAL,"Harish Nair",Guardian,9765000946,harish.nair.946@paramountkasrawad.edu,2025-2026
PAK00947,Isha,Grewal,11-OPAL,"Deepa Rajput",Father,9765000947,deepa.rajput.947@paramountkasrawad.edu,2025-2026
PAK00948,Avni,Pandey,11-OPAL,"Pankaj Singh",Father,9765000948,pankaj.singh.948@paramountkasrawad.edu,2025-2026
PAK00949,Uma,Bhat,11-OPAL,"Geeta Patel",Parent,9765000949,geeta.patel.949@paramountkasrawad.edu,2025-2026
PAK00950,Tanvi,Desai,11-OPAL,"Priya Menon",Father,9765000950,priya.menon.950@paramountkasrawad.edu,2025-2026
PAK00951,Lakshmi,Sidhu,11-OPAL,"Arvind Mehta",Father,9765000951,arvind.mehta.951@paramountkasrawad.edu,2025-2026
PAK00952,Sunita,Mehta,11-OPAL,"Harish Pandey",Father,9765000952,harish.pandey.952@paramountkasrawad.edu,2025-2026
PAK00953,Yogesh,Gaikwad,11-OPAL,"Mahesh Farooqui",Father,9765000953,mahesh.farooqui.953@paramountkasrawad.edu,2025-2026
PAK00954,Tushar,Upadhyay,11-OPAL,"Ramesh Sharma",Parent,9765000954,ramesh.sharma.954@paramountkasrawad.edu,2025-2026
PAK00955,Ujjwal,Kaur,11-OPAL,"Deepa Nair",Guardian,9765000955,deepa.nair.955@paramountkasrawad.edu,2025-2026
PAK00956,Rakesh,Soni,11-OPAL,"Harish Choudhary",Parent,9765000956,harish.choudhary.956@paramountkasrawad.edu,2025-2026
PAK00957,Tushar,Nair,11-OPAL,"Satish Kumar",Mother,9765000957,satish.kumar.957@paramountkasrawad.edu,2025-2026
PAK00958,Mona,Farooqui,11-OPAL,"Rekha Mishra",Mother,9765000958,rekha.mishra.958@paramountkasrawad.edu,2025-2026
PAK00959,Ravi,Joshi,11-OPAL,"Vinod Reddy",Father,9765000959,vinod.reddy.959@paramountkasrawad.edu,2025-2026
PAK00960,Rahul,Pandey,11-OPAL,"Vinod Mirza",Father,9765000960,vinod.mirza.960@paramountkasrawad.edu,2025-2026
PAK00961,Uma,Mirza,11-OPAL,"Satish Rao",Mother,9765000961,satish.rao.961@paramountkasrawad.edu,2025-2026
PAK00962,Arjun,Rajput,11-OPAL,"Meena Shukla",Mother,9765000962,meena.shukla.962@paramountkasrawad.edu,2025-2026
PAK00963,Waqar,Dubey,11-OPAL,"Deepa Sahu",Mother,9765000963,deepa.sahu.963@paramountkasrawad.edu,2025-2026
PAK00964,Kavya,Kumar,11-OPAL,"Arvind Soni",Guardian,9765000964,arvind.soni.964@paramountkasrawad.edu,2025-2026
PAK00965,Rahul,Grewal,11-OPAL,"Bharat Kumar",Father,9765000965,bharat.kumar.965@paramountkasrawad.edu,2025-2026
PAK00966,Pooja,Kapoor,11-OPAL,"Mahesh Mirza",Parent,9765000966,mahesh.mirza.966@paramountkasrawad.edu,2025-2026
PAK00967,Anjali,Soni,11-OPAL,"Sanjeev Chandel",Parent,9765000967,sanjeev.chandel.967@paramountkasrawad.edu,2025-2026
PAK00968,Imran,Saxena,11-OPAL,"Ashok Desai",Father,9765000968,ashok.desai.968@paramountkasrawad.edu,2025-2026
PAK00969,Sunita,Sahu,11-OPAL,"Seema Bhat",Mother,9765000969,seema.bhat.969@paramountkasrawad.edu,2025-2026
PAK00970,Mona,Choudhary,11-OPAL,"Gopal Malhotra",Guardian,9765000970,gopal.malhotra.970@paramountkasrawad.edu,2025-2026
PAK00971,Divya,Nair,11-OPAL,"Ashok Singh",Mother,9765000971,ashok.singh.971@paramountkasrawad.edu,2025-2026
